"experiment","gene_id","log2fc","pvalue","padj","time","conc"
"CYCLOSPORINA","ADPGK",-0.234931130768529,0.380811735602797,0.704721576326071,24,3
"CYCLOSPORINA","ADPRH",-0.560337557440008,0.302632429610131,0.642415364873076,24,3
"CYCLOSPORINA","ADPRHL2",-0.235238904710161,0.449132321257412,0.75392912260719,24,3
"CYCLOSPORINA","ADPRM",0.540789533309509,0.452024877583645,0.75638117444063,24,3
"CYCLOSPORINA","ADRA1A",-2.37616149791014,0.000186522530269186,0.00479576049410463,24,3
"CYCLOSPORINA","ADRA1B",-1.28258830117377,0.0065256770967527,0.0675826959856038,24,3
"CYCLOSPORINA","ADRB2",-1.06845474294784,0.337365048701826,0.672977122284312,24,3
"CYCLOSPORINA","ADRM1",0.671871766986041,0.105755731150251,0.378738989224471,24,3
"CYCLOSPORINA","ADSL",1.17868659631514,0.316906912421411,0.654733484637143,24,3
"CYCLOSPORINA","ADSS",0.0512536844708869,0.838075018745926,0.949707247166423,24,3
"CYCLOSPORINA","AEBP2",0.0955735313897039,0.759129907495889,0.920386035239833,24,3
"CYCLOSPORINA","AEN",0.864128481307432,0.0124470021797459,0.103521516664783,24,3
"CYCLOSPORINA","AFAP1L1",-0.0283472239677214,0.981156925281773,0.994396442406165,24,3
"CYCLOSPORINA","AFDN",-0.322530833365886,0.304173945874446,0.643763077324811,24,3
"CYCLOSPORINA","AFF1",0.223020627645934,0.457757936483434,0.760087307075498,24,3
"CYCLOSPORINA","AFF3",0.729528061771711,0.284723953303929,0.622785682226788,24,3
"CYCLOSPORINA","AFF4",0.934569267657988,4.89401981199653e-06,0.000236599825889756,24,3
"CYCLOSPORINA","AFG1L",-0.104259738815043,0.79152312671093,0.93219585122422,24,3
"CYCLOSPORINA","AFG3L2",-0.206352723995942,0.413079822880795,0.729579085123431,24,3
"CYCLOSPORINA","AFM",-2.99442062439864,9.32433521483143e-18,5.5754617039842e-15,24,3
"CYCLOSPORINA","AFMID",-0.799343615238672,0.0127354448080111,0.105121597718097,24,3
"CYCLOSPORINA","AFP",0.0134164024846847,0.986102925805454,0.996344264530035,24,3
"CYCLOSPORINA","AFTPH",0.863010285969393,0.00863293823523317,0.0810568688351108,24,3
"CYCLOSPORINA","AGA",-0.0509642510521265,0.843862288899099,0.951858564752051,24,3
"CYCLOSPORINA","AGAP1",0.0503713694797011,0.872644529637054,0.961228863797418,24,3
"CYCLOSPORINA","AGAP11",-0.175673066748483,0.752409658928113,0.918100491270771,24,3
"CYCLOSPORINA","AGAP3",-2.91138632140695,0.0967699242542052,NA,24,3
"CYCLOSPORINA","AGAP4",-0.313485929997558,0.391786879748607,0.714919810604549,24,3
"CYCLOSPORINA","AGAP5",0.0180043343337562,0.96980517787021,0.990660381548162,24,3
"CYCLOSPORINA","AGAP6",0.824450864285338,0.199890360508798,0.52684713772438,24,3
"CYCLOSPORINA","AGAP9",-0.388947959687077,0.496951680774776,0.783385081422653,24,3
"CYCLOSPORINA","AGBL2",-1.19366261977928,0.459460120677918,0.761255130672572,24,3
"CYCLOSPORINA","AGBL5",0.0171937546963335,0.970852280476679,0.990732525643184,24,3
"CYCLOSPORINA","AGER",-0.147368000110408,0.847826976171796,0.953537878002889,24,3
"CYCLOSPORINA","AGFG1",0.128567433013551,0.709084827860257,0.897747505321992,24,3
"CYCLOSPORINA","AGFG2",-2.07438942082895,3.03850384836069e-07,2.09214801340762e-05,24,3
"CYCLOSPORINA","AGGF1",-0.18705661554826,0.526039373483509,0.800473255042345,24,3
"CYCLOSPORINA","AGK",-0.256241466364817,0.38709944291011,0.709901761764312,24,3
"CYCLOSPORINA","AGL",-0.622513029184279,0.104064570572957,0.375564671626228,24,3
"CYCLOSPORINA","AGMAT",-0.874941968028259,3.64335821211157e-06,0.000185615213667263,24,3
"CYCLOSPORINA","AGMO",-1.69642389888705,2.52925830782741e-08,2.55841073672214e-06,24,3
"CYCLOSPORINA","AGO1",-0.382418262311684,0.345410385139149,0.679165558648075,24,3
"CYCLOSPORINA","AGO2",-0.182392085293169,0.816196611013332,0.942370165746591,24,3
"CYCLOSPORINA","AGO3",0.680703957759669,0.101838647316167,0.371663627420165,24,3
"CYCLOSPORINA","AGO4",0.778518759894339,0.0291027497119096,0.178144579459593,24,3
"CYCLOSPORINA","AGPAT1",-1.24473647025814,3.9562171591513e-09,5.35078370775214e-07,24,3
"CYCLOSPORINA","AGPAT2",0.590892688989616,0.289687159574618,0.628117005749334,24,3
"CYCLOSPORINA","AGPAT3",-0.823023580462925,0.0105949444297057,0.0937454545684475,24,3
"CYCLOSPORINA","AGPAT5",0.059835122573872,0.770308732365849,0.925169075826735,24,3
"CYCLOSPORINA","AGPS",0.325094019012004,0.180760134449352,0.501599825358424,24,3
"CYCLOSPORINA","AGRN",-0.713559297586332,0.00685803537632082,0.0695661963485543,24,3
"CYCLOSPORINA","AGT",-0.33875772089076,0.218352976413575,0.549558742807847,24,3
"CYCLOSPORINA","AGTPBP1",-0.305170515077809,0.75870941953521,0.920386035239833,24,3
"CYCLOSPORINA","AGTR1",-0.150297509875135,0.80623817953805,0.937722354395146,24,3
"CYCLOSPORINA","AGTRAP",-0.956983251105347,0.339782606168225,0.674165244267762,24,3
"CYCLOSPORINA","AGXT",-0.694002335013871,0.016794539748626,0.125664740796322,24,3
"CYCLOSPORINA","AGXT2",-2.91060870091021,3.82220419974314e-09,5.23181468834721e-07,24,3
"CYCLOSPORINA","AHCTF1",0.791588522666482,0.101587063386968,0.371316935038478,24,3
"CYCLOSPORINA","AHCY",-0.337881085440319,0.0881735148147853,0.34501010721054,24,3
"CYCLOSPORINA","AHCYL1",-0.0272436685164357,0.911879857171929,0.97404465827624,24,3
"CYCLOSPORINA","AHCYL2",-0.228636327104867,0.588529510827717,0.834846269511012,24,3
"CYCLOSPORINA","AHDC1",0.724856096786814,0.317023163843052,0.654854575349257,24,3
"CYCLOSPORINA","AHNAK",-0.659473215125699,0.00454246869952544,0.0527861329658817,24,3
"CYCLOSPORINA","AHNAK2",-0.394739553089011,0.683257492694218,0.884167084103806,24,3
"CYCLOSPORINA","AHR",0.608729242173516,0.147507166283906,0.450662335235257,24,3
